Classifier,AUC,PR-AUC,Optimal Threshold,Accuracy,Precision,Recall,F1,MCC,Sensitivity,Specificity,TP,TN,FP,FN,Confusion Matrix
NF_model_P1_N1,0.9690279958137101,0.9407837195255485,0.2623463273048401,0.926530612244898,0.8214285714285714,0.9126984126984127,0.8646616541353384,0.816562002712289,0.9126984126984127,0.9313186813186813,115,339,25,11,"[[339, 25], [11, 115]]"
