Classifier,AUC,PR-AUC,Optimal Threshold,Accuracy,Precision,Recall,F1,MCC,Sensitivity,Specificity,TP,TN,FP,FN,Confusion Matrix
NF_model_P1_N2,0.9439216439408489,0.9499844205418764,0.6519045829772949,0.888,0.9090909090909091,0.8661417322834646,0.8870967741935484,0.7770093433037488,0.8661417322834646,0.9105691056910569,110,112,11,17,"[[112, 11], [17, 110]]"
