AUC,PR-AUC,Optimal Threshold,Accuracy,Precision,Recall,F1,Sensitivity,Specificity,Confusion Matrix
0.9973076923076922,0.9973824252248755,0.7637473940849304,0.9803921568627451,0.9629629629629629,1.0,0.9811320754716981,1.0,0.96,"[[48, 2], [0, 52]]"
