AUC,PR-AUC,Optimal Threshold,Accuracy,Precision,Recall,F1,Sensitivity,Specificity,Confusion Matrix
0.9895233709417453,0.991034384905979,0.8674263954162598,0.9679144385026738,0.9878048780487805,0.9418604651162791,0.9642857142857143,0.9418604651162791,0.9900990099009901,"[[100, 1], [5, 81]]"
