AUC,PR-AUC,Optimal Threshold,Accuracy,Precision,Recall,F1,Sensitivity,Specificity,Confusion Matrix
0.985,0.9868310010818285,0.7175973653793335,0.9454545454545454,0.921875,0.9833333333333333,0.9516129032258065,0.9833333333333333,0.9,"[[45, 5], [1, 59]]"
