AUC,PR-AUC,Optimal Threshold,Accuracy,Precision,Recall,F1,Sensitivity,Specificity,Confusion Matrix
0.9891089108910891,0.9871680028947406,0.8764217495918274,0.9751552795031055,1.0,0.9333333333333333,0.9655172413793104,0.9333333333333333,1.0,"[[101, 0], [4, 56]]"
