AUC,PR-AUC,Optimal Threshold,Accuracy,Precision,Recall,F1,Sensitivity,Specificity,Confusion Matrix
0.988004569687738,0.9830340490077947,0.36742377281188965,0.954248366013072,0.8947368421052632,0.9807692307692307,0.9357798165137615,0.9807692307692307,0.9405940594059405,"[[95, 6], [1, 51]]"
