AUC,PR-AUC,Optimal Threshold,Accuracy,Precision,Recall,F1,Sensitivity,Specificity,Confusion Matrix
0.9955813953488372,0.9978417045494801,0.8103358745574951,0.9852941176470589,1.0,0.9767441860465116,0.9882352941176471,0.9767441860465116,1.0,"[[50, 0], [2, 84]]"
